date,stock,value,change
2020-03-16,ISHARES DIGITAL ETF,4.38,-0.0931677018633541
2020-03-16,AMD,35.77,-0.09236234458259307
2020-03-17,AMD,37.78,0.05619233994967843
2020-03-17,ISHARES DIGITAL ETF,4.51,0.029680365296803624
2020-03-18,AMD,35.9,-0.049761778718898975
2020-03-18,ISHARES DIGITAL ETF,4.32,-0.042128603104212736
2020-03-19,ISHARES DIGITAL ETF,4.41,0.02083333333333326
2020-03-19,AMD,37.1,0.033426183844011303
2020-03-20,ISHARES DIGITAL ETF,4.38,-0.006802721088435382
2020-03-20,AMD,36.82,-0.007547169811320753
2020-03-21,ISHARES DIGITAL ETF,4.33,-0.011415525114155223
2020-03-22,ISHARES DIGITAL ETF,4.39,0.013856812933025209
2020-03-23,AMD,38.83,0.05458989679521986
2020-03-23,ISHARES DIGITAL ETF,4.39,0.0
2020-03-24,ISHARES DIGITAL ETF,4.77,0.0865603644646924
2020-03-24,AMD,43.03,0.10816379088333772
2020-03-25,ISHARES DIGITAL ETF,4.87,0.02096436058700224
2020-03-25,AMD,41.49,-0.03578898442946776
2020-03-26,AMD,42.84,0.03253796095444694
2020-03-26,ISHARES DIGITAL ETF,5.01,0.028747433264886935
2020-03-27,ISHARES DIGITAL ETF,4.72,-0.05788423153692612
2020-03-27,AMD,41.86,-0.022875816993464193
2020-03-29,ISHARES DIGITAL ETF,4.73,0.0021186440677967155
2020-03-30,ISHARES DIGITAL ETF,4.89,0.03382663847780121
2020-03-30,AMD,43.28,0.03392259913999052
2020-03-31,ISHARES DIGITAL ETF,4.95,0.0122699386503069
2020-03-31,AMD,41.21,-0.04782809611829941
2020-04-01,ISHARES DIGITAL ETF,4.73,-0.0444444444444444
2020-04-01,AMD,39.9,-0.031788400873574485
2020-04-02,ISHARES DIGITAL ETF,4.84,0.02325581395348819
2020-04-02,AMD,40.97,0.026817042606516406
2020-04-03,ISHARES DIGITAL ETF,4.79,-0.010330578512396604
2020-04-03,AMD,39.39,-0.03856480351476688
2020-04-05,ISHARES DIGITAL ETF,4.81,0.0041753653444676075
2020-04-06,AMD,43.94,0.11551155115511547
2020-04-06,ISHARES DIGITAL ETF,5.07,0.05405405405405417
2020-04-07,ISHARES DIGITAL ETF,5.06,-0.0019723865877713243
2020-04-07,AMD,43.59,-0.007965407373691225
2020-04-08,AMD,44.97,0.031658637302133474
2020-04-08,ISHARES DIGITAL ETF,5.26,0.03952569169960474
2020-04-09,ISHARES DIGITAL ETF,5.39,0.024714828897338448
2020-04-09,AMD,44.23,-0.016455414720925154
2020-04-14,ISHARES DIGITAL ETF,5.43,0.007421150278293043
2020-04-14,AMD,50.02,0.13090662446303436
2020-04-15,ISHARES DIGITAL ETF,5.31,-0.02209944751381221
2020-04-15,AMD,50.4,0.007596961215513787
2020-04-16,ISHARES DIGITAL ETF,5.5,0.03578154425612068
2020-04-16,AMD,52.48,0.041269841269841345
2020-04-17,AMD,52.06,-0.008003048780487743
2020-04-17,ISHARES DIGITAL ETF,5.58,0.014545454545454639
2020-04-18,ISHARES DIGITAL ETF,5.57,-0.0017921146953404632
2020-04-19,ISHARES DIGITAL ETF,5.55,-0.0035906642728905647
2020-04-20,AMD,52.45,0.007491356127545146
2020-04-20,ISHARES DIGITAL ETF,5.56,0.0018018018018017834
2020-04-21,ISHARES DIGITAL ETF,5.37,-0.034172661870503496
2020-04-21,AMD,48.73,-0.07092469018112502
2020-04-22,AMD,51.69,0.06074286886927971
2020-04-22,ISHARES DIGITAL ETF,5.55,0.03351955307262555
2020-04-23,AMD,51.8,0.002128071193654435
2020-04-23,ISHARES DIGITAL ETF,5.6,0.009009009009008917
2020-04-24,AMD,51.94,0.002702702702702675
2020-04-24,ISHARES DIGITAL ETF,5.69,0.016071428571428736
2020-04-26,ISHARES DIGITAL ETF,5.66,-0.005272407732864748
2020-04-27,ISHARES DIGITAL ETF,5.84,0.03180212014134276
2020-04-27,AMD,52.16,0.004235656526761611
2020-04-28,ISHARES DIGITAL ETF,5.77,-0.011986301369863117
2020-04-28,AMD,51.3,-0.016487730061349737
2020-04-29,ISHARES DIGITAL ETF,6.04,0.04679376083188913
2020-04-29,AMD,49.32,-0.03859649122807007
2020-04-30,AMD,47.79,-0.031021897810219023
2020-04-30,ISHARES DIGITAL ETF,5.78,-0.04304635761589404
2020-05-04,ISHARES DIGITAL ETF,5.8,0.0034602076124565784
2020-05-04,AMD,48.23,0.009206947060054427
2020-05-05,AMD,48.15,-0.001658718639850676
2020-05-05,ISHARES DIGITAL ETF,5.94,0.024137931034482918
2020-05-06,ISHARES DIGITAL ETF,5.99,0.008417508417508435
2020-05-06,AMD,48.32,0.0035306334371756343
2020-05-07,ISHARES DIGITAL ETF,6.22,0.03839732888146896
2020-05-07,AMD,47.97,-0.007243377483443725
2020-05-08,ISHARES DIGITAL ETF,6.3,0.012861736334405238
2020-05-08,AMD,49.07,0.022930998540754643
2020-05-10,ISHARES DIGITAL ETF,6.29,-0.0015873015873015817
2020-05-11,ISHARES DIGITAL ETF,6.36,0.011128775834658322
2020-05-11,AMD,51.5,0.049521092317098114
2020-05-12,ISHARES DIGITAL ETF,6.22,-0.022012578616352307
2020-05-12,AMD,49.71,-0.03475728155339808
2020-05-13,ISHARES DIGITAL ETF,6.12,-0.01607717041800638
2020-05-13,AMD,48.21,-0.03017501508750753
2020-05-14,ISHARES DIGITAL ETF,6.15,0.004901960784313708
2020-05-14,AMD,50.49,0.04729309271935289
2020-05-15,AMD,50.11,-0.007526242820360518
2020-05-15,ISHARES DIGITAL ETF,6.17,0.003252032520325132
2020-05-17,ISHARES DIGITAL ETF,6.14,-0.004862236628849326
2020-05-18,ISHARES DIGITAL ETF,6.37,0.037459283387622166
2020-05-18,AMD,49.97,-0.002793853522251033
2020-05-19,AMD,50.74,0.015409245547328476
2020-05-19,ISHARES DIGITAL ETF,6.26,-0.017268445839874413
2020-05-20,ISHARES DIGITAL ETF,6.39,0.02076677316293929
2020-05-20,AMD,51.33,0.011627906976744207
2020-05-21,AMD,50.17,-0.022598870056497078
2020-05-21,ISHARES DIGITAL ETF,6.35,-0.006259780907668211
2020-05-22,AMD,50.58,0.008172214470799188
2020-05-22,ISHARES DIGITAL ETF,6.47,0.018897637795275646
2020-05-23,ISHARES DIGITAL ETF,6.47,0.0
2020-05-24,ISHARES DIGITAL ETF,6.44,-0.004636785162287382
2020-05-25,AMD,51.26,0.013444049031237748
2020-05-25,ISHARES DIGITAL ETF,6.6,0.024844720496894235
2020-05-26,ISHARES DIGITAL ETF,6.53,-0.010606060606060508
2020-05-26,AMD,48.45,-0.05481857198595386
2020-05-27,ISHARES DIGITAL ETF,6.51,-0.003062787136294043
2020-05-27,AMD,47.95,-0.01031991744066052
2020-05-28,AMD,46.73,-0.02544316996871754
2020-05-28,ISHARES DIGITAL ETF,6.52,0.001536098310291889
2020-05-29,AMD,48.25,0.032527284399743284
2020-05-29,ISHARES DIGITAL ETF,6.52,0.0
2020-05-30,ISHARES DIGITAL ETF,6.52,0.0
2020-05-31,ISHARES DIGITAL ETF,6.5,-0.0030674846625766694
2020-06-01,ISHARES DIGITAL ETF,6.63,0.020000000000000018
2020-06-01,AMD,48.06,-0.00393782383419683
2020-06-02,AMD,47.96,-0.0020807324178111486
2020-06-02,ISHARES DIGITAL ETF,6.75,0.018099547511312153
2020-06-03,AMD,46.9,-0.022101751459549623
2020-06-03,ISHARES DIGITAL ETF,6.8,0.007407407407407307
